web_scraper_order,web_scraper_start_url,Noms,Prix,adresse,image
"1771982511-312","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_3705954_uploaded_image1_1653152699.jpg"
"1771982511-313","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Ladoum","600 000CFA","Kaolack, Sénégal","https://images.coinafrique.com/thumb_3705520_uploaded_image1_1653135164.jpg"
"1771982511-314","https://sn.coinafrique.com/categorie/moutons?page=5","Moutons tabaski","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3705347_uploaded_image1_1653126973.jpg"
"1771982511-315","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","160 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3705038_uploaded_image1_1653088289.jpg"
"1771982511-316","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","180 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3705034_uploaded_image1_1653087858.jpg"
"1771982511-317","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","325CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3704976_uploaded_image1_1653084186.jpg"
"1771982511-318","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","375 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3704138_uploaded_image1_1653045779.jpg"
"1771982511-319","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","300CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3704136_uploaded_image1_1653045714.jpg"
"1771982511-320","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Ladoum","Prix sur demande","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_3697040_uploaded_image1_1652624805.jpg"
"1771982511-321","https://sn.coinafrique.com/categorie/moutons?page=5","Femelle ladum","175 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3695634_uploaded_image1_1652525152.jpg"
"1771982511-322","https://sn.coinafrique.com/categorie/moutons?page=5","Femelle ladoum","1 000 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3695058_uploaded_image2_1652473213.jpeg"
"1771982511-323","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Ladoum","1 500 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3695055_uploaded_image1_1652473049.jpg"
"1771982511-324","https://sn.coinafrique.com/categorie/moutons?page=5","Ladoum","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3686702_uploaded_image1_1652025944.jpg"
"1771982511-325","https://sn.coinafrique.com/categorie/moutons?page=5","Femelle gastante + brebis","800CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_3684621_uploaded_image1_1651869421.jpg"
"1771982511-326","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","800 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3684289_uploaded_image1_1651854542.jpg"
"1771982511-327","https://sn.coinafrique.com/categorie/moutons?page=5","Ladoum","800 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3679572_uploaded_image1_1651617272.jpg"
"1771982511-328","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3672395_uploaded_image1_1651111144.jpg"
"1771982511-329","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","70 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3668212_uploaded_image1_1650877230.jpg"
"1771982511-330","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Azawat","500 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3667710_uploaded_image1_1650822216.jpg"
"1771982511-331","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","300CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3660872_uploaded_image1_1650392387.jpg"
"1771982511-332","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Ladoum","500 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3657180_uploaded_image3_1650144422.jpeg"
"1771982511-333","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton azawatte + agneau","300CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_3656187_uploaded_image1_1650082241.jpg"
"1771982511-334","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","Prix sur demande","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_3653521_uploaded_image1_1649939156.jpg"
"1771982511-335","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Ladoum","800 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3652330_uploaded_image1_1649868482.jpg"
"1771982511-336","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","280CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3652312_uploaded_image1_1649867764.jpg"
"1771982516-337","https://sn.coinafrique.com/categorie/moutons?page=4","Brebis","125 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4043309_uploaded_image1_1673359543.jpg"
"1771982516-338","https://sn.coinafrique.com/categorie/moutons?page=4","Moutons","200 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4042194_uploaded_image1_1673295765.jpg"
"1771982516-339","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton ladoum","425 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4034404_uploaded_image1_1672852719.jpg"
"1771982516-340","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","350 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4030108_uploaded_image1_1672623884.jpg"
"1771982516-341","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4029740_uploaded_image1_1672592204.jpg"
"1771982516-342","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4029738_uploaded_image1_1672592085.jpg"
"1771982516-343","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4029736_uploaded_image1_1672591907.jpg"
"1771982516-344","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","385 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4014306_uploaded_image1_1671394188.jpg"
"1771982516-345","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","120 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4012817_uploaded_image1_1671276487.jpg"
"1771982516-346","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","350 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4009435_uploaded_image1_1671093107.jpg"
"1771982516-347","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","200 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4009060_uploaded_image1_1671054917.jpg"
"1771982516-348","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","115 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3978496_uploaded_image1_1669292801.jpg"
"1771982516-349","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","130 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_3974793_uploaded_image1_1669059546.jpg"
"1771982516-350","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton Ladoum","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3973521_uploaded_image1_1668978922.jpg"
"1771982516-351","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton Ladoum","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3973513_uploaded_image1_1668978576.jpg"
"1771982516-352","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","375 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3940258_uploaded_image1_1667000243.jpg"
"1771982516-353","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton Ladoum","800 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3940256_uploaded_image1_1667000061.jpg"
"1771982516-354","https://sn.coinafrique.com/categorie/moutons?page=4","Bélier","150 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3936807_uploaded_image1_1666791545.jpg"
"1771982516-355","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","150 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3936799_uploaded_image1_1666791400.jpg"
"1771982516-356","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton ladoum","1 200 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3899374_uploaded_image1_1664534117.jpg"
"1771982516-357","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","150 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3934498_uploaded_image1_1666644087.jpg"
"1771982516-358","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","8 000 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3926191_uploaded_image1_1666128324.jpg"
"1771982516-359","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton Ladoum","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3925403_uploaded_image1_1666095613.jpg"
"1771982516-360","https://sn.coinafrique.com/categorie/moutons?page=4","Moutons","150 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3916727_uploaded_image1_1665570059.jpg"
"1771982516-361","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","Prix sur demande","Pikine, Sénégal","https://images.coinafrique.com/thumb_3913122_uploaded_image1_1665344227.jpg"
"1771982516-362","https://sn.coinafrique.com/categorie/moutons?page=4","Moutons Jumeaux ladoums","600 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_3911094_uploaded_image1_1665186116.jpg"
"1771982516-363","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","75 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_3909426_uploaded_image1_1665077945.jpg"
"1771982516-364","https://sn.coinafrique.com/categorie/moutons?page=4","Moutons","150CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3899557_uploaded_image1_1664542375.jpg"
"1771982516-365","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","350CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_3882575_uploaded_image1_1663511718.jpg"
"1771982516-366","https://sn.coinafrique.com/categorie/moutons?page=4","Femelle Demi Sang Ladoum","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3880622_uploaded_image1_1663343833.jpg"
"1771982516-367","https://sn.coinafrique.com/categorie/moutons?page=4","Femelle demi sang","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3868827_uploaded_image1_1662632500.jpg"
"1771982516-368","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton femelle","130CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3861563_uploaded_image1_1662234024.jpg"
"1771982516-369","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","375CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3861555_uploaded_image1_1662233780.jpg"
"1771982516-370","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","67 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_3859898_uploaded_image1_1662147807.jpg"
"1771982516-371","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton Ladoum","800 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_3848488_uploaded_image1_1661546736.jpg"
"1771982516-372","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton Ladoum","500 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_3848108_uploaded_image1_1661527150.jpg"
"1771982516-373","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","800 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3848065_uploaded_image2_1661524823.jpeg"
"1771982516-374","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton Ladoum","950CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_3838007_uploaded_image1_1660937421.jpg"
"1771982516-375","https://sn.coinafrique.com/categorie/moutons?page=4","Femelle Ladoum","900 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_3831016_uploaded_image1_1660570081.jpg"
"1771982516-376","https://sn.coinafrique.com/categorie/moutons?page=4","Moutons","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3829183_uploaded_image1_1660422642.jpg"
"1771982516-377","https://sn.coinafrique.com/categorie/moutons?page=4","Moutons","325 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3772753_uploaded_image1_1657018572.jpg"
"1771982516-378","https://sn.coinafrique.com/categorie/moutons?page=4","Moutons tabaski","250 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3770553_uploaded_image1_1656895378.jpg"
"1771982516-379","https://sn.coinafrique.com/categorie/moutons?page=4","Moutons tabaski","175 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3770483_uploaded_image1_1656890670.jpg"
"1771982516-380","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton ladoum","600 000CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_3803984_uploaded_image1_1659036854.jpg"
"1771982516-381","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_3798119_uploaded_image1_1658707566.jpg"
"1771982516-382","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","450 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3792885_uploaded_image1_1658354764.jpg"
"1771982516-383","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","265 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3789649_uploaded_image1_1658166591.jpg"
"1771982516-384","https://sn.coinafrique.com/categorie/moutons?page=4","Moutons","100 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3778560_uploaded_image1_1657347778.jpg"
"1771982516-385","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","245 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3775626_uploaded_image1_1657151175.jpg"
"1771982516-386","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","200 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3775053_uploaded_image1_1657123954.jpg"
"1771982516-387","https://sn.coinafrique.com/categorie/moutons?page=4","Jeune male ladoum","600 000CFA","Guédiawaye, Yeumbeul, Sénégal","https://images.coinafrique.com/thumb_3774954_uploaded_image1_1657120709.jpg"
"1771982516-388","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3773998_uploaded_image1_1657074180.jpg"
"1771982516-389","https://sn.coinafrique.com/categorie/moutons?page=4","Femelle ladoum","500 000CFA","Guédiawaye, Yeumbeul, Sénégal","https://images.coinafrique.com/thumb_3773634_uploaded_image1_1657045364.jpg"
"1771982516-390","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","165 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_3772510_uploaded_image1_1657011459.jpg"
"1771982516-391","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","165 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_3772508_uploaded_image1_1657011343.jpg"
"1771982516-392","https://sn.coinafrique.com/categorie/moutons?page=4","Moutons","250 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3771973_uploaded_image1_1656961715.jpg"
"1771982516-393","https://sn.coinafrique.com/categorie/moutons?page=4","Moutons","180 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3770153_uploaded_image2_1656874517.jpeg"
"1771982516-394","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","150 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_3770132_uploaded_image1_1656873303.jpg"
"1771982516-395","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","145 000CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_3769737_uploaded_image1_1656853836.jpg"
"1771982516-396","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","170 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_3769060_uploaded_image1_1656793894.jpg"
"1771982516-397","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3768092_uploaded_image1_1656757797.jpg"
"1771982516-398","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","450 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3768066_uploaded_image1_1656756594.jpg"
"1771982516-399","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","Prix sur demande","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3767182_uploaded_image1_1656700018.jpg"
"1771982516-400","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","95 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_3766973_uploaded_image1_1656692454.jpg"
"1771982516-401","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3763895_uploaded_image1_1656536029.jpg"
"1771982516-402","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3763572_uploaded_image1_1656517572.jpg"
"1771982516-403","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton ladoum","900CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3763242_uploaded_image1_1656504769.jpg"
"1771982516-404","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","250 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3763032_uploaded_image1_1656495783.jpg"
"1771982516-405","https://sn.coinafrique.com/categorie/moutons?page=4","Moutons","350 000CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_3762005_uploaded_image1_1656424704.jpg"
"1771982516-406","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","110 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3761609_uploaded_image1_1656409254.jpg"
"1771982516-407","https://sn.coinafrique.com/categorie/moutons?page=4","Moutons","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3761486_uploaded_image1_1656400664.jpg"
"1771982516-408","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton xar","235 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3761377_uploaded_image1_1656376286.jpg"
"1771982516-409","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3760758_uploaded_image1_1656345797.jpg"
"1771982516-410","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","150 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3759509_uploaded_image1_1656269307.jpg"
"1771982516-411","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","110 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3759500_uploaded_image1_1656268009.jpg"
"1771982516-412","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","300 000CFA","Diourbel, Sénégal","https://images.coinafrique.com/thumb_3758961_uploaded_image1_1656243114.jpg"
"1771982516-413","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","170 000CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_3758372_uploaded_image1_1656177272.jpg"
"1771982516-414","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","145 000CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_3758138_uploaded_image1_1656164593.jpg"
"1771982516-415","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","300 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3757978_uploaded_image1_1656159102.jpg"
"1771982516-416","https://sn.coinafrique.com/categorie/moutons?page=4","Moutons","130 000CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_3757730_uploaded_image1_1656146489.jpg"
"1771982516-417","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","195 000CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_3757550_uploaded_image1_1656116714.jpg"
"1771982516-418","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","120 000CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_3757545_uploaded_image1_1656116432.jpg"
"1771982516-419","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton ladoum","700 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3757329_uploaded_image1_1656102822.jpg"
"1771982516-420","https://sn.coinafrique.com/categorie/moutons?page=4","Mouton","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_3756002_uploaded_image2_1656023010.jpeg"
"1771982520-421","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","250 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4267338_uploaded_image1_1687474078.jpg"
"1771982520-422","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton ladoum","320 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4266947_uploaded_image1_1687456034.jpg"
"1771982520-423","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","850 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4266788_uploaded_image1_1687450587.jpg"
"1771982520-424","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton Ladoum","750 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_4265814_uploaded_image1_1687398275.jpg"
"1771982520-425","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","90 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4265763_uploaded_image1_1687391518.jpg"
"1771982520-426","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton Azawat","400 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4265640_uploaded_image1_1687383347.jpg"
"1771982520-427","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","Prix sur demande","Louga, Sénégal","https://images.coinafrique.com/thumb_4264167_uploaded_image1_1687307074.jpg"
"1771982520-428","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","350 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4263512_uploaded_image1_1687272550.jpg"
"1771982520-429","https://sn.coinafrique.com/categorie/moutons?page=3","Bélier","500 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4261540_uploaded_image1_1687133074.jpg"
"1771982520-430","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","145CFA","Diourbel, Sénégal","https://images.coinafrique.com/thumb_4261323_uploaded_image1_1687119871.jpg"
"1771982520-431","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","Prix sur demande","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_4261058_uploaded_image2_1687100799.jpeg"
"1771982520-432","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","130CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4260735_uploaded_image1_1687082949.jpg"
"1771982520-433","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","400 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4260583_uploaded_image1_1687054565.jpg"
"1771982520-434","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","115 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4260472_uploaded_image1_1687036105.jpg"
"1771982520-435","https://sn.coinafrique.com/categorie/moutons?page=3","Mouron","400 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4260033_uploaded_image1_1687006073.jpg"
"1771982520-436","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","250 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4259620_uploaded_image1_1686961537.jpg"
"1771982520-437","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","700CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_4259601_uploaded_image1_1686959085.jpg"
"1771982520-438","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","135 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4259471_uploaded_image1_1686949364.jpg"
"1771982520-439","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","140 000CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4258464_uploaded_image1_1686868865.jpg"
"1771982520-440","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","350 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4224488_uploaded_image1_1684672341.jpg"
"1771982520-441","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","13 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4257202_uploaded_image2_1686787473.jpeg"
"1771982520-442","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton azwat","250 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4256261_uploaded_image1_1686746544.jpg"
"1771982520-443","https://sn.coinafrique.com/categorie/moutons?page=3","Bélier","475 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_4253138_uploaded_image1_1686569913.jpg"
"1771982520-444","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton Ladoum","400 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4252367_uploaded_image1_1686511140.jpg"
"1771982520-445","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","250 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4252068_uploaded_image1_1686495864.jpg"
"1771982520-446","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","800 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_4251926_uploaded_image1_1686489428.jpg"
"1771982520-447","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","400 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4250864_uploaded_image1_1686398265.jpg"
"1771982520-448","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton Azawat","400 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4248460_uploaded_image1_1686248886.jpg"
"1771982520-449","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4247744_uploaded_image1_1686222678.jpg"
"1771982520-450","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4247742_uploaded_image1_1686222633.jpg"
"1771982520-451","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4247740_uploaded_image1_1686222597.jpg"
"1771982520-452","https://sn.coinafrique.com/categorie/moutons?page=3","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4247736_uploaded_image1_1686222542.jpg"
