web_scraper_order,web_scraper_start_url,Noms,Prix,adresse,image
"1771982529-592","https://sn.coinafrique.com/categorie/moutons?page=1","Femelle métisse ladoum","150 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5716188_uploaded_image1_1768206489.jpg"
"1771982529-593","https://sn.coinafrique.com/categorie/moutons?page=1","Femelle Ladoum","400CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5714511_uploaded_image1_1768075037.jpg"
"1771982529-594","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","95 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5713625_uploaded_image1_1768039387.jpg"
"1771982529-595","https://sn.coinafrique.com/categorie/moutons?page=1","Ladoum","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5704358_uploaded_image1_1767624865.jpg"
"1771982529-596","https://sn.coinafrique.com/categorie/moutons?page=1","Fauteuil pliable","50 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5641122_uploaded_image2_1764104086.jpeg"
"1771982529-597","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","125 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5630109_uploaded_image1_1763563794.jpg"
"1771982529-598","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","800 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5630102_uploaded_image1_1763563551.jpg"
"1771982529-599","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","1 000 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5594186_uploaded_image1_1761667729.jpg"
"1771982529-600","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton ladoum","1 000 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5590609_uploaded_image1_1761399893.jpg"
"1771982529-601","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","1 000 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5571703_uploaded_image1_1760360461.jpg"
"1771982529-602","https://sn.coinafrique.com/categorie/moutons?page=1","Mâles ladoum","300 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5570235_uploaded_image1_1760269024.jpg"
"1771982529-603","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","200 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5561288_uploaded_image1_1759765735.jpg"
"1771982529-604","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","200 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5543556_uploaded_image1_1758817920.jpg"
"1771982529-605","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","550CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5521645_uploaded_image1_1757668518.jpg"
"1771982529-606","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","800 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5513111_uploaded_image1_1757248013.jpg"
"1771982529-607","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","800 000CFA","Malikounda, Sénégal","https://images.coinafrique.com/thumb_5454220_uploaded_image1_1754077895.jpg"
"1771982529-608","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton  ladoum","550CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5430741_uploaded_image1_1752926224.jpg"
"1771982529-609","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton  ladoum","100 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5416626_uploaded_image1_1752150844.jpg"
"1771982529-610","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","550 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5401936_uploaded_image1_1751443255.jpg"
"1771982529-611","https://sn.coinafrique.com/categorie/moutons?page=1","Ladoum Azowate","125 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5390051_uploaded_image1_1750779449.jpg"
"1771982529-612","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","450 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5362962_uploaded_image1_1749209010.jpg"
"1771982529-613","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","130 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5362037_uploaded_image1_1749137690.jpg"
"1771982529-614","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","500CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5355058_uploaded_image1_1748800702.jpg"
"1771982529-615","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de tabaski","200 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5351264_uploaded_image1_1748542637.jpg"
"1771982529-616","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","225 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5349513_uploaded_image1_1748440101.jpg"
"1771982529-617","https://sn.coinafrique.com/categorie/moutons?page=1","Moutons","195 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5349203_uploaded_image1_1748427888.jpg"
"1771982529-618","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","180 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5347115_uploaded_image1_1748302103.jpg"
"1771982529-619","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","250 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5344905_uploaded_image1_1748196909.jpg"
"1771982529-620","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton ladoum","600 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5344681_uploaded_image1_1748183751.jpg"
"1771982529-621","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de tabaski","100 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5344147_uploaded_image1_1748126098.jpg"
"1771982529-622","https://sn.coinafrique.com/categorie/moutons?page=1","Moutons","225 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5342599_uploaded_image1_1748032725.jpg"
"1771982529-623","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","600CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5342588_uploaded_image1_1748032353.jpg"
"1771982529-624","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","350 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5337516_uploaded_image1_1747772137.jpg"
"1771982529-625","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","275 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5334872_uploaded_image1_1747644353.jpg"
"1771982529-626","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","190 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5334867_uploaded_image1_1747644110.jpg"
"1771982529-627","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","800 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_5334036_uploaded_image1_1747578346.jpg"
"1771982529-628","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de race","350 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5333365_uploaded_image1_1747518081.jpg"
"1771982529-629","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de race","350 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5333364_uploaded_image1_1747517896.jpg"
"1771982529-630","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","165 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_5331651_uploaded_image1_1747411805.jpg"
"1771982529-631","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","850 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_5328631_uploaded_image1_1747268349.jpg"
"1771982529-632","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","550 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5321660_uploaded_image1_1746897337.jpg"
"1771982529-633","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de tabaski","325 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5316393_uploaded_image1_1746633254.jpg"
"1771982529-634","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de tabaski","325 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5316327_uploaded_image1_1746631366.jpg"
"1771982529-635","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de tabaski","350 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5316323_uploaded_image1_1746631293.jpg"
"1771982529-636","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5311454_uploaded_image1_1746381105.jpg"
"1771982529-637","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","600 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5311435_uploaded_image1_1746380521.jpg"
"1771982529-638","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","375 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5302025_uploaded_image1_1745854211.jpg"
"1771982529-639","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","375 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5302020_uploaded_image1_1745854071.jpg"
"1771982529-640","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Toubaberr","105 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5271542_uploaded_image1_1744106341.jpg"
"1771982529-641","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de tabaski","400CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5289057_uploaded_image1_1745062997.jpg"
"1771982529-642","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de tabaski","350CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5289055_uploaded_image1_1745062842.jpg"
"1771982529-643","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","80 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_5288288_uploaded_image1_1744995144.jpg"
"1771982529-644","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","150 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_5288284_uploaded_image1_1744994723.jpg"
"1771982529-645","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","350 000CFA","Bambey, Sénégal","https://images.coinafrique.com/thumb_5242287_uploaded_image2_1742488655.jpeg"
"1771982529-646","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","350 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5234191_uploaded_image1_1742083080.jpg"
"1771982529-647","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton de race","350 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5228921_uploaded_image1_1741801692.jpg"
"1771982529-648","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","350 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5228913_uploaded_image1_1741801582.jpg"
"1771982529-649","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","300 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5200965_uploaded_image1_1740410729.jpg"
"1771982529-650","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","350 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5196558_uploaded_image1_1740141766.jpg"
"1771982529-651","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","325 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5196554_uploaded_image1_1740141524.jpg"
"1771982529-652","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","300 000CFA","Diourbel, Sénégal","https://images.coinafrique.com/thumb_5187810_uploaded_image1_1739676570.jpg"
"1771982529-653","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","300 000CFA","Diourbel, Sénégal","https://images.coinafrique.com/thumb_5187800_uploaded_image1_1739674108.jpg"
"1771982529-654","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","300 000CFA","Diourbel, Sénégal","https://images.coinafrique.com/thumb_5187761_uploaded_image1_1739669832.jpg"
"1771982529-655","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","300 000CFA","Diourbel, Sénégal","https://images.coinafrique.com/thumb_5187749_uploaded_image1_1739669547.jpg"
"1771982529-656","https://sn.coinafrique.com/categorie/moutons?page=1","Ladoum","750 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5179072_uploaded_image1_1739195002.jpg"
"1771982529-657","https://sn.coinafrique.com/categorie/moutons?page=1","Bélier","225 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5179070_uploaded_image1_1739194872.jpg"
"1771982529-658","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","200 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_5164450_uploaded_image1_1738427830.jpg"
"1771982529-659","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","180 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5159269_uploaded_image1_1738163617.jpg"
"1771982529-660","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","375 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5144166_uploaded_image1_1737393386.jpg"
"1771982529-661","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","1 000 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5114763_uploaded_image1_1735745896.jpg"
"1771982529-662","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","180 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5114762_uploaded_image1_1735745550.jpg"
"1771982529-663","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","140 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5090703_uploaded_image1_1734111129.jpg"
"1771982529-664","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","500 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5026510_uploaded_image1_1730734414.jpg"
"1771982529-665","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","1 000 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5026478_uploaded_image1_1730733079.jpg"
"1771982529-666","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton","150 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4995716_uploaded_image1_1729028654.jpg"
"1771982529-667","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","350 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4969224_uploaded_image1_1727728741.jpg"
"1771982529-668","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","350 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4969221_uploaded_image1_1727728659.jpg"
"1771982529-669","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","650 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4969219_uploaded_image1_1727728556.jpg"
"1771982529-670","https://sn.coinafrique.com/categorie/moutons?page=1","Femelle Ladoume","200 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4961186_uploaded_image1_1727261381.jpg"
"1771982529-671","https://sn.coinafrique.com/categorie/moutons?page=1","Landoum pur","1 200 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4948067_uploaded_image1_1726569636.jpg"
"1771982529-672","https://sn.coinafrique.com/categorie/moutons?page=1","Mouton Ladoum","800 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4931367_uploaded_image1_1725633697.jpg"
